а;Абаза
а;Абакан
а;Абдулино
а;Абинск
а;Агидель
а;Агрыз
а;Адыгейск
а;Азнакаево
а;Азов
а;Ак-Довурак
а;Аксай
а;Алагир
а;Алапаевск
а;Алатырь
а;Алдан
а;Алейск
а;Александров
а;Александровск
а;Александровск-Сахалинский
а;Алексеевка
а;Алексин
а;Алзамай
а;Алупка
а;Алушта
а;Альметьевск
а;Амурск
а;Анадырь
а;Анапа
а;Ангарск
а;Андреаполь
а;Анжеро-Судженск
а;Анива
а;Апатиты
а;Апрелевка
а;Апшеронск
а;Арамиль
а;Аргун
а;Ардатов
а;Ардон
а;Арзамас
а;Аркадак
а;Армавир
а;Армянск
а;Армянськ
а;Арсеньев
а;Арск
а;Артем
а;Артемовск
а;Артемовский
а;Архангельск
а;Асбест
а;Асино
а;Астрахань
а;Аткарск
а;Ахтубинск
а;Ахтубинск 7
а;Ахтубинск-7
а;Ачинск
а;Аша
б;Бабаево
б;Бабушкин
б;Бавлы
б;Багратионовск
б;Байкальск
б;Байконур
б;Баймак
б;Бакал
б;Баксан
б;Балабаново
б;Балаково
б;Балахна
б;Балашиха
б;Балашов
б;Балей
б;Балтийск
б;Барабинск
б;Барнаул
б;Барыш
б;Батайск
б;Бахчисарай
б;Беднодемьяновск
б;Бежецк
б;Белая Калитва
б;Белая Холуница
б;Белгород
б;Белебей
б;Белев
б;Белинский
б;Белово
б;Белогорск
б;Белозерск
б;Белокуриха
б;Беломорск
б;Белорецк
б;Белореченск
б;Белоусово
б;Белоярский
б;Белый
б;Бердск
б;Березники
б;Березовский
б;Беслан
б;Бийск
б;Бикин
б;Билибино
б;Биробиджан
б;Бирск
б;Бирюсинск
б;Бирюч
б;Благовещенск
б;Благодарный
б;Бобров
б;Богданович
б;Богородицк
б;Богородск
б;Боготол
б;Богучар
б;Бодайбо
б;Бокситогорск
б;Болгар
б;Бологое
б;Болотное
б;Болохово
б;Болхов
б;Большой Камень
б;Бор
б;Борзя
б;Борисоглебск
б;Боровичи
б;Боровск
б;Боровск-1
б;Бородино
б;Братск
б;Бронницы
б;Брянск
б;Бугульма
б;Бугуруслан
б;Буденновск
б;Бузулук
б;Буй
б;Буйнакск
б;Буинск
б;Бутурлиновка
в;Валдай
в;Валуйки
в;Велиж
в;Великие Луки
в;Великие Луки-1
в;Великий Новгород
в;Великий Устюг
в;Вельск
в;Венев
в;Верещагино
в;Верея
в;Верхнеуральск
в;Верхний Тагил
в;Верхний Уфалей
в;Верхняя Пышма
в;Верхняя Салда
в;Верхняя Тура
в;Верхотурье
в;Верхоянск
в;Весьегонск
в;Ветлуга
в;Видное
в;Вилюйск
в;Вилючинск
в;Вихоревка
в;Вичуга
в;Владивосток
в;Владикавказ
в;Владимир
в;Волгоград
в;Волгодонск
в;Волгореченск
в;Волжск
в;Волжский
в;Вологда
в;Володарск
в;Волоколамск
в;Волосово
в;Волхов
в;Волчанск
в;Вольск
в;Вольск-18
в;Воркута
в;Воронеж
в;Воронеж-45
в;Ворсма
в;Воскресенск
в;Восточный
в;Воткинск
в;Всеволожск
в;Вуктыл
в;Выборг
в;Выкса
в;Высоковск
в;Высоцк
в;Вытегра
в;Вышний Волочек
в;Вяземский
в;Вязники
в;Вязьма
в;Вятские Поляны
г;Гаврилов Посад
г;Гаврилов-Ям
г;Гагарин
г;Гаджиево
г;Гай
г;Галич
г;Гатчина
г;Гвардейск
г;Гдов
г;Геленджик
г;Георгиевск
г;Глазов
г;Голицыно
г;Горбатов
г;Горно-Алтайск
г;Горнозаводск
г;Горняк
г;Город Уссурийск
г;Городец
г;Городище
г;Городовиковск
г;Городское поселение Апрелевка
г;Городское поселение Верея
г;Городское поселение Киевский
г;Городское поселение Кокошкино
г;Городское поселение Наро-Фоминск
г;Городское поселение Селятино
г;Городской округ Черноголовка
г;Гороховец
г;Горький
г;Горячий Ключ
г;Грайворон
г;Гремячинск
г;Грозный
г;Грязи
г;Грязовец
г;Губаха
г;Губкин
г;Губкинский
г;Гудермес
г;Гуково
г;Гулькевичи
г;Гурьевск
г;Гусев
г;Гусиноозерск
г;Гусь-Хрустальный
д;Давлеканово
д;Дагестанские Огни
д;Далматово
д;Дальнегорск
д;Дальнереченск
д;Данилов
д;Данков
д;Дегтярск
д;Дедовск
д;Демидов
д;Дербент
д;Десногорск
д;Джанкой
д;Дзержинск
д;Дзержинский
д;Дивногорск
д;Дигора
д;Димитровград
д;Дмитриев
д;Дмитриев-Льговский
д;Дмитров
д;Дмитровск
д;Дно
д;Добрянка
д;Долгопрудный
д;Долинск
д;Домодедово
д;Донецк
д;Донской
д;Дорогобуж
д;Дрезна
д;Дубна
д;Дубовка
д;Дудинка
д;Духовщина
д;Дюртюли
д;Дятьково
е;Евпатория
е;Егорьевск
е;Ейск
е;Екатеринбург
е;Елабуга
е;Елец
е;Елизово
е;Ельня
е;Еманжелинск
е;Емва
е;Енисейск
е;Ермолино
е;Ершов
е;Ессентуки
е;Ефремов
ж;Железноводск
ж;Железногорск
ж;Железногорск-Илимский
ж;Железнодорожный
ж;Жердевка
ж;Жигулевск
ж;Жиздра
ж;Жирновск
ж;Жуков
ж;Жуковка
ж;Жуковский
з;Завитинск
з;Заводоуковск
з;Заволжск
з;Заволжье
з;Задонск
з;Заинск
з;Закаменск
з;Заозерный
з;Заозерск
з;Западная Двина
з;Заполярный
з;Зарайск
з;Заречный
з;Заринск
з;Звенигово
з;Звенигород
з;Зверево
з;Зеленогорск
з;Зеленоград
з;Зеленоградск
з;Зеленодольск
з;Зеленокумск
з;Зерноград
з;Зея
з;Зима
з;Златоуст
з;Злынка
з;Змеиногорск
з;Знаменск
з;Зубцов
з;Зуевка
и;Ивангород
и;Иваново
и;Ивантеевка
и;Ивдель
и;Игарка
и;Ижевск
и;Избербаш
и;Изобильный
и;Иланский
и;Инза
и;Инкерман
и;Иннополис
и;Инсар
и;Инта
й;Йошкар-Ола
и;Ипатово
и;Ирбит
и;Иркутск
и;Иркутск-45
и;Исилькуль
и;Искитим
и;Истра
и;Истра-1
и;Ишим
и;Ишимбай
к;Кадников
к;Казань
к;Кайеркан
к;Калач
к;Калач-на-Дону
к;Калачинск
к;Калинин
к;Калининград
к;Калининск
к;Калтан
к;Калуга
к;Калязин
к;Камбарка
к;Каменка
к;Каменногорск
к;Каменск-Уральский
к;Каменск-Шахтинский
к;Камень-на-Оби
к;Камешково
к;Камызяк
к;Камышин
к;Камышлов
к;Канаш
к;Кандалакша
к;Канск
к;Карабаново
к;Карабаш
к;Карабулак
к;Карасук
к;Карачаевск
к;Карачев
к;Каргат
к;Каргополь
к;Карпинск
к;Карталы
к;Касимов
к;Касли
к;Каспийск
к;Катав-Ивановск
к;Катайск
к;Качканар
к;Кашин
к;Кашира
к;Кашира-8
к;Кедровый
к;Кемерово
к;Кемь
к;Керчь
к;Кизел
к;Кизилюрт
к;Кизляр
к;Кимовск
к;Кимры
к;Кингисепп
к;Кинель
к;Кинешма
к;Киреевск
к;Киренск
к;Киржач
к;Кириллов
к;Кириши
к;Киров
к;Кировград
к;Кирово-Чепецк
к;Кировск
к;Кирс
к;Кирсанов
к;Киселевск
к;Кисловодск
к;Климовск
к;Клин
к;Клинцы
к;Княгинино
к;Ковдор
к;Ковров
к;Ковылкино
к;Когалым
к;Кодинск
к;Козельск
к;Козловка
к;Козьмодемьянск
к;Кола
к;Кологрив
к;Коломна
к;Колпашево
к;Колпино
к;Кольчугино
к;Коммунар
к;Комсомольск
к;Комсомольск-на-Амуре
к;Конаково
к;Кондопога
к;Кондрово
к;Константиновск
к;Копейск
к;Кораблино
к;Кореновск
к;Коркино
к;Королев
к;Короча
к;Корсаков
к;Коряжма
к;Костерево
к;Костомукша
к;Кострома
к;Котельники
к;Котельниково
к;Котельнич
к;Котлас
к;Котово
к;Котовск
к;Кохма
к;Красавино
к;Красноармейск
к;Красновишерск
к;Красногорск
к;Краснодар
к;Красное Село
к;Краснозаводск
к;Краснознаменск
к;Краснокаменск
к;Краснокамск
к;Красноперекопск
к;Краснослободск
к;Краснотурьинск
к;Красноуральск
к;Красноуфимск
к;Красноярск
к;Красноярск-26
к;Красноярск-45
к;Красный Кут
к;Красный Сулин
к;Красный Холм
к;Кременки
к;Кронштадт
к;Кропоткин
к;Крымск
к;Кстово
к;Кубинка
к;Кувандык
к;Кувшиново
к;Кудрово
к;Кудымкар
к;Кузнецк
к;Кузнецк-12
к;Кузнецк-8
к;Куйбышев
к;Кукмор
к;Кулебаки
к;Кумертау
к;Кунгур
к;Купино
к;Курган
к;Курганинск
к;Курильск
к;Курлово
к;Куровское
к;Курск
к;Куртамыш
к;Курчалой
к;Курчатов
к;Куса
к;Кушва
к;Кызыл
к;Кыштым
к;Кяхта
л;Лабинск
л;Лабытнанги
л;Лагань
л;Ладушкин
л;Лаишево
л;Лакинск
л;Лангепас
л;Лахденпохья
л;Лебедянь
л;Ленинград
л;Лениногорск
л;Ленинск
л;Ленинск-Кузнецкий
л;Ленск
л;Лермонтов
л;Лесной
л;Лесозаводск
л;Лесосибирск
л;Ливны
л;Ликино-Дулево
л;Ликино-Дулёво
л;Липецк
л;Липки
л;Лиски
л;Лихославль
л;Лобня
л;Лодейное Поле
л;Ломоносов
л;Лосино-Петровский
л;Луга
л;Луза
л;Лукоянов
л;Луховицы
л;Лысково
л;Лысьва
л;Лыткарино
л;Льгов
л;Любань
л;Люберцы
л;Любим
л;Людиново
л;Лянтор
м;Магадан
м;Магас
м;Магнитогорск
м;Майкоп
м;Майский
м;Макаров
м;Макарьев
м;Макушино
м;Малая Вишера
м;Малгобек
м;Малмыж
м;Малоархангельск
м;Малоярославец
м;Мамадыш
м;Мамоново
м;Мантурово
м;Мариинск
м;Мариинский Посад
м;Маркс
м;Махачкала
м;Мглин
м;Мегион
м;Медвежьегорск
м;Медногорск
м;Медынь
м;Межгорье
м;Междуреченск
м;Мезень
м;Меленки
м;Мелеуз
м;Менделеевск
м;Мензелинск
м;Мещовск
м;Миасс
м;Микунь
м;Миллерово
м;Минеральные Воды
м;Минусинск
м;Миньяр
м;Мирный
м;Михайлов
м;Михайловка
м;Михайловск
м;Мичуринск
м;Могоча
м;Можайск
м;Можга
м;Моздок
м;Мончегорск
м;Морозовск
м;Моршанск
м;Мосальск
м;Москва
м;Московский
м;Муравленко
м;Мураши
м;Мурино
м;Мурманск
м;Муром
м;Мценск
м;Мыски
м;Мытищи
м;Мышкин
н;Набережные Челны
н;Навашино
н;Наволоки
н;Надым
н;Назарово
н;Назрань
н;Называевск
н;Нальчик
н;Нариманов
н;Наро-Фоминск
н;Нарткала
н;Нарьян-Мар
н;Находка
н;Невель
н;Невельск
н;Невинномысск
н;Невьянск
н;Нелидово
н;Неман
н;Нерехта
н;Нерчинск
н;Нерюнгри
н;Нестеров
н;Нефтегорск
н;Нефтекамск
н;Нефтекумск
н;Нефтеюганск
н;Нея
н;Нижневартовск
н;Нижнекамск
н;Нижнеудинск
н;Нижние Серги
н;Нижние Серги-3
н;Нижний Ломов
н;Нижний Новгород
н;Нижний Тагил
н;Нижняя Салда
н;Нижняя Тура
н;Николаевск
н;Николаевск-на-Амуре
н;Никольск
н;Никольское
н;Новая Ладога
н;Новая Ляля
н;Новоалександровск
н;Новоалтайск
н;Новоаннинский
н;Нововоронеж
н;Новодвинск
н;Новозыбков
н;Новокубанск
н;Новокузнецк
н;Новокуйбышевск
н;Новомичуринск
н;Новомосковск
н;Новопавловск
н;Новоржев
н;Новороссийск
н;Новосибирск
н;Новосиль
н;Новосокольники
н;Новотроицк
н;Новоузенск
н;Новоульяновск
н;Новоуральск
н;Новохоперск
н;Новочебоксарск
н;Новочеркасск
н;Новошахтинск
н;Новый Оскол
н;Новый Уренгой
н;Ногинск
н;Нолинск
н;Норильск
н;Ноябрьск
н;Нурлат
н;Нытва
н;Нюрба
н;Нягань
н;Нязепетровск
н;Няндома
о;Облучье
о;Обнинск
о;Обоянь
о;Обь
о;Одинцово
о;Ожерелье
о;Озерск
о;Озеры
о;Октябрьск
о;Октябрьский
о;Окуловка
о;Олекминск
о;Оленегорск
о;Оленегорск-1
о;Оленегорск-2
о;Оленегорск-4
о;Олонец
о;Омск
о;Омутнинск
о;Онега
о;Опочка
о;Орджоникидзевское
о;Орел
о;Орёл
о;Оренбург
о;Орехово-Зуево
о;Орлов
о;Орск
о;Оса
о;Осинники
о;Осташков
о;Остров
о;Островной
о;Острогожск
о;Отрадное
о;Отрадный
о;Оха
о;Оханск
о;Очер
п;Павлово
п;Павловск
п;Павловский Посад
п;Палласовка
п;Партизанск
п;Певек
п;Пенза
п;Первомайск
п;Первоуральск
п;Перевоз
п;Пересвет
п;Переславль-Залесский
п;Пермь
п;Пестово
п;Петергоф
п;Петров Вал
п;Петровск
п;Петровск-Забайкальский
п;Петродворец
п;Петрозаводск
п;Петропавловск-Камчатский
п;Петухово
п;Петушки
п;Печора
п;Печоры
п;Пикалево
п;Пионерский
п;Питкяранта
п;Плавск
п;Пласт
п;Плес
п;Поворино
п;Подгорное
п;Подольск
п;Подпорожье
п;Покачи
п;Покров
п;Покровск
п;Полевской
п;Полесск
п;Полысаево
п;Полярные Зори
п;Полярный
п;Поронайск
п;Порхов
п;Похвистнево
п;Почеп
п;Починок
п;Пошехонье
п;Правдинск
п;Приволжск
п;Приморск
п;Приморско-Ахтарск
п;Приозерск
п;Прокопьевск
п;Пролетарск
п;Протвино
п;Прохладный
п;Псков
п;Пугачев
п;Пудож
п;Пустошка
п;Пучеж
п;Пушкин
п;Пушкино
п;Пущино
п;Пыталово
п;Пыть-Ях
п;Пятигорск
р;Радужный
р;Райчихинск
р;Раменское
р;Рассказово
р;Ревда
р;Реж
р;Реутов
р;Ржев
р;Родники
р;Рославль
р;Россошь
р;Ростов
р;Ростов-на-Дону
р;Рошаль
р;Ртищево
р;Рубцовск
р;Рудня
р;Руза
р;Рузаевка
р;Рыбинск
р;Рыбное
р;Рыльск
р;Ряжск
р;Рязань
с;Саки
с;Салават
с;Салаир
с;Салехард
с;Сальск
с;Самара
с;Санкт-Петербург
с;Саранск
с;Сарапул
с;Саратов
с;Саров
с;Сасово
с;Сатка
с;Сафоново
с;Саяногорск
с;Саянск
с;Свердловск
с;Свердловск-44
с;Свердловск-45
с;Светлогорск
с;Светлоград
с;Светлый
с;Светогорск
с;Свирск
с;Свободный
с;Себеж
с;Севастополь
с;Северо-Курильск
с;Северобайкальск
с;Северодвинск
с;Североморск
с;Североуральск
с;Северск
с;Севск
с;Сегежа
с;Сельцо
с;Семенов
с;Семикаракорск
с;Семилуки
с;Сенгилей
с;Серафимович
с;Сергач
с;Сергиев Посад
с;Сергиев Посад-7
с;Сердобск
с;Серебряные Пруды
с;Серов
с;Серпухов
с;Сертолово
с;Сестрорецк
с;Сибай
с;Сим
с;Симферополь
с;Сковородино
с;Скопин
с;Славгород
с;Славск
с;Славянск-на-Кубани
с;Сланцы
с;Слободской
с;Слюдянка
с;Смоленск
с;Снегири
с;Снежинск
с;Снежногорск
с;Собинка
с;Советск
с;Советская Гавань
с;Советский
с;Сокол
с;Сокольники
с;Солигалич
с;Соликамск
с;Солнечногорск
с;Солнечногорск-2
с;Солнечногорск-25
с;Солнечногорск-30
с;Солнечногорск-7
с;Соль-Илецк
с;Сольвычегодск
с;Сольцы
с;Сольцы 2
с;Сорочинск
с;Сорск
с;Сортавала
с;Сосенский
с;Сосновка
с;Сосновоборск
с;Сосновый Бор
с;Сосногорск
с;Сочи
с;Спас-Деменск
с;Спас-Клепики
с;Спасск
с;Спасск-Дальний
с;Спасск-Рязанский
с;Среднеколымск
с;Среднеуральск
с;Сретенск
с;Ставрополь
с;Старая Купавна
с;Старая Русса
с;Старица
с;Стародуб
с;Старый Крым
с;Старый Оскол
с;Стерлитамак
с;Стрежевой
с;Строитель
с;Струнино
с;Ступино
с;Суворов
с;Судак
с;Суджа
с;Судогда
с;Суздаль
с;Сунжа
с;Суоярви
с;Сураж
с;Сургут
с;Суровикино
с;Сурск
с;Сусуман
с;Сухиничи
с;Сухой Лог
с;Сходня
с;Сызрань
с;Сыктывкар
с;Сысерть
с;Сычевка
с;Сясьстрой
т;Тавда
т;Таганрог
т;Тайга
т;Тайшет
т;Талдом
т;Талица
т;Талнах
т;Тамбов
т;Тара
т;Тарко-Сале
т;Таруса
т;Татарск
т;Таштагол
т;Тверь
т;Теберда
т;Тейково
т;Темников
т;Темрюк
т;Терек
т;Тетюши
т;Тимашевск
т;Тихвин
т;Тихорецк
т;Тобольск
т;Тогучин
т;Тольятти
т;Томари
т;Томмот
т;Томск
т;Топки
т;Торжок
т;Торопец
т;Тосно
т;Тотьма
т;Трехгорный
т;Трехгорный-1
т;Троицк
т;Трубчевск
т;Туапсе
т;Туймазы
т;Тула
т;Тулун
т;Туран
т;Туринск
т;Тутаев
т;Тында
т;Тырныауз
т;Тюкалинск
т;Тюмень
у;Уварово
у;Углегорск
у;Углич
у;Удачный
у;Удомля
у;Ужур
у;Узловая
у;Улан-Удэ
у;Ульяновск
у;Унеча
у;Урай
у;Урень
у;Уржум
у;Урус-Мартан
у;Урюпинск
у;Усинск
у;Усмань
у;Усолье
у;Усолье-Сибирское
у;Уссурийск
у;Усть-Джегута
у;Усть-Илимск
у;Усть-Катав
у;Усть-Кут
у;Усть-Лабинск
у;Устюжна
у;Уфа
у;Ухта
у;Учалы
у;Уяр
ф;Фатеж
ф;Феодосия
ф;Фокино
ф;Фролово
ф;Фрязино
ф;Фурманов
х;Хабаровск
х;Хадыженск
х;Халтурин
х;Ханты-Мансийск
х;Харабали
х;Харовск
х;Хасавюрт
х;Хвалынск
х;Хилок
х;Химки
х;Холм
х;Холмск
х;Хотьково
ц;Цивильск
ц;Цимлянск
ц;Циолковский
ч;Чадан
ч;Чайковский
ч;Чапаевск
ч;Чаплыгин
ч;Чебаркуль
ч;Чебоксары
ч;Чегем
ч;Чекалин
ч;Челябинск
ч;Чердынь
ч;Черемхово
ч;Черепаново
ч;Череповец
ч;Черкесск
ч;Чермоз
ч;Черноголовка
ч;Черногорск
ч;Чернушка
ч;Черняховск
ч;Чехов
ч;Чехов-1
ч;Чехов-2
ч;Чехов-3
ч;Чехов-4
ч;Чехов-5
ч;Чехов-6
ч;Чехов-7
ч;Чехов-8
ч;Чистополь
ч;Чита
ч;Чита-46
ч;Чкаловск
ч;Чудово
ч;Чулым
ч;Чулым-3
ч;Чусовой
ч;Чухлома
ш;Шагонар
ш;Шадринск
ш;Шали
ш;Шарыпово
ш;Шарья
ш;Шатура
ш;Шахтерск
ш;Шахты
ш;Шахунья
ш;Шацк
ш;Шебекино
ш;Шелехов
ш;Шенкурск
ш;Шилка
ш;Шимановск
ш;Шиханы
ш;Шлиссельбург
ш;Шумерля
ш;Шумиха
ш;Шуя
щ;Щекино
щ;Щелкино
щ;Щелково
щ;Щербинка
щ;Щигры
щ;Щучье
э;Электрогорск
э;Электросталь
э;Электроугли
э;Элиста
э;Энгельс
э;Энгельс-1
э;Энгельс-19
э;Энгельс-2
э;Эртиль
ю;Юбилейный
ю;Югорск
ю;Южа
ю;Южно-Сахалинск
ю;Южно-Сухокумск
ю;Южноуральск
ю;Юрга
ю;Юрьев-Польский
ю;Юрьевец
ю;Юрюзань
ю;Юхнов
ю;Юхнов-1
ю;Юхнов-2
я;Ядрин
я;Якутск
я;Ялта
я;Ялуторовск
я;Янаул
я;Яранск
я;Яровое
я;Ярославль
я;Ярцево
я;Ясногорск
я;Ясный
я;Яхрома